tweet_id,kurdish_tweets,sentiment,author,content,tweets,kurdish_sentiments
1960202575,&quot;واز لە تۆ دەهێنم. گرنگ نییە ئێستا چۆن ژیانت تێکدەدەیت.&quot;... :'(,hate,Julietteshay,&quot;I'm giving up on you. I don't care how you mess up your life now.&quot;... :'(,&quot;I'm giving up on you. I don't care how you mess up your life now.&quot;... :'(,ڕق
1960202687,فیزیا بێزارکەرترین پۆلە تا ئێستا!,sadness,Sloaneyyy,@streetztalk physics  the most boring class ever!,physics the most boring class ever!,دڵتەنگ
1960202790,پشت بە مۆبایلەکەم دەبەستم کە پێشوازی تێدا نییە. هەوڵدان بۆ یارمەتیدان، بەڵام تەنها گەمژە دەرکەوتن,sadness,damohopo,"@katcal i'm relying on my mobile, which lacks reception. Trying to help, but just looking silly","i'm relying on my mobile, which lacks reception. Trying to help, but just looking silly",دڵتەنگ
1960202983,Y CANT هەموومان تەنها پێکەوە دەژین,neutral,ThatAussieChick,Y CANT WE ALL JUST GET ALONG,Y CANT WE ALL JUST GET ALONG,ئاسایی
1960203024,دەبێ تازە بیرت کردبێتم. تا کاتژمێر ٩:٤٠ یان زیاتر لەوێ بووم. دڵنیا نیم کە ئایا جارێکی تر دەیکەمەوە خوارەوە,love,lorettamore,@MYoungPSU  i must have just missed you. I was down there until 9:40 or so. Not sure if I'll make it down again,i must have just missed you. I was down there until 9:40 or so. Not sure if I'll make it down again,خۆشەویستی
1960203357,من لۆگۆیەک لەسەر فۆتۆشۆپ دروست دەکەم &amp; سەری نەگرت.. هێهێ.. دووبارە هەوڵبدەرەوە لاه..,surprise,BruneiArsenal,I'm making a logo on photoshop &amp; it didn't work out..  hehe.. try again lah..,I'm making a logo on photoshop &amp; it didn't work out.. hehe.. try again lah..,سوپرایز
1960203449,کە مرۆڤ دەمژێت,sadness,FenixWings,@lewace11 that sucks man,that sucks man,دڵتەنگ
1960203710,ئەمڕۆ قەڵەو بوو GSS ئەوەندە hxc بوو من فول هاوس شانێل و جەی سی و پێدەر ڕید و فێراگامۆم بینی! دابەزینی ئابووری چەندە گەورەیە.,sadness,tonightless,"Grew fat today  GSS was so hxc I saw a full house Chanel, JC, Pedder Red and Ferragamo! How great is the economic downturn.","Grew fat today GSS was so hxc I saw a full house Chanel, JC, Pedder Red and Ferragamo! How great is the economic downturn.",دڵتەنگ
1960204018,نەخێر کارم دەوێت,neutral,kurandoinu,No want work,No want work,ئاسایی
1960204273,http://twitpic.com/66ltb - فینیتۆ~! هانک ئاه هانک لە خۆشەویستی سووتاو! من باوەڕم وایە مۆبایلە کامێراکەم پڕ بووە. کاڵبوونەوەی گەمژانە,fun,poprocker85,http://twitpic.com/66ltb - Finito~! Hunk Ah Hunk of Burning Love! I do believe my camera phone is stuffed. Stupid blurryness,http://twitpic.com/66ltb - Finito~! Hunk Ah Hunk of Burning Love! I do believe my camera phone is stuffed. Stupid blurryness,خۆشی
1960204776,dont go... ببورە کە نائومێدم کردیت,neutral,ellejonees,dont go... im sorry for disappointing you,dont go... im sorry for disappointing you,ئاسایی
1960204939,بیرکردنەوەکان بۆ ڤیکی (دایک) کە تازە لە قۆناغی سێیەمی ڕۆشەکەیدا ئاسکێکی لێداوە,worry,mac_mogul,thoughts out to Vicki (MOM) who just hit a deer in her Stage 3 Roush,thoughts out to Vicki (MOM) who just hit a deer in her Stage 3 Roush,نیگەران
1960205095,ئای شیرینەکەم زۆر داوای لێبوردن دەکەم. ئەوە دوا شتە کە لە ئێستادا پێویستت پێی بوو. *باوەش*,love,laceysavage,"@TrixieStilletto Oh, sweetie, I'm so sorry.  That's the last thing you needed right now. *hugs*","Oh, sweetie, I'm so sorry. That's the last thing you needed right now. *hugs*",خۆشەویستی
1960205270,بلیتی کۆنسێرتەکەی دەوێت,neutral,BreathlessDebby,wants the tickets for the concert,wants the tickets for the concert,ئاسایی
1960205694,چیتر خاتوو. reilly,sadness,brodykenny,No more mrs. reilly,No more mrs. reilly,دڵتەنگ
1960205748,تازە لە خەو هەڵسا! Annnnd تازە درکیان بەوە کردووە کە من بیری un uber ڕۆژی خۆر...نمرەی,happiness,ModernDayFire,Just woke up! Annnnd have just realised I missed un uber sunny day...score,Just woke up! Annnnd have just realised I missed un uber sunny day...score,بەختەوەر
1960205794,لە ماڵەوە گیری خواردووە. ماڵەوە لە Sg Long.,worry,Ann_Nee,Is stranded at home. home in Sg Long.,Is stranded at home. home in Sg Long.,نیگەران
1960206133,من هەندێک ستاربەکسم دەوێت..,neutral,Ohnaa,I want some Starbucks..,I want some Starbucks..,ئاسایی
1960206643,وەه، شوێنی خۆشەویستم لە 31 دادەخرێت. نەفرەت. باشە من دەجووڵێم. نەفرەت Mon/fri وەک یەک نابێت,sadness,jbb,"Wah, my fav whattaburger location is closing on the 31st. Damn. Good thing I'm moving.  Damn  Mon/fri won't be the same","Wah, my fav whattaburger location is closing on the 31st. Damn. Good thing I'm moving. Damn Mon/fri won't be the same",دڵتەنگ
1960206813,من باشترین 1980s back combed poofy bangsم بینی ئەم بەیانییە لەسەر 30yo... 8 لە بەرزیدا. تا ئەو کاتەی کە وەرگەڕامەوە ئەو نەمابوو... هیچ وێنەیەک نەبوو,worry,angusmaclean,I saw the best 1980s back combed poofy bangs this morning on a 30yo... 8 in high. By the time I turned around she was gone... no picture,I saw the best 1980s back combed poofy bangs this morning on a 30yo... 8 in high. By the time I turned around she was gone... no picture,نیگەران
1960206854,دووبارە باران دەبارێت,surprise,steveackles,it's raining again,it's raining again,سوپرایز
1960206931,MIffed بۆ ئەوەی بزانم کە من تەنها خاوەنی &quot;Stakes Is High&quot; لەسەر کاسێت! وە ئایتونز/ئەمازۆن کۆپییەکی دیجیتاڵی نافرۆشن,surprise,schmelissa,MIffed to discover that I only own De La Soul's &quot;Stakes Is High&quot; on cassette! And iTunes/Amazon don't sell a digital copy,MIffed to discover that I only own De La Soul's &quot;Stakes Is High&quot; on cassette! And iTunes/Amazon don't sell a digital copy,سوپرایز
1960206942,من دەبێ ئەمڕۆ سندوقێک کلینێکس بهێنمە قوتابخانە، زۆر دەگریم,worry,ashleybella,"I should probally bring a box of kleenex to schoool today, I'm going to cry so much","I should probally bring a box of kleenex to schoool today, I'm going to cry so much",نیگەران
1960207676,ئیش دەکات. بوو,empty,sarahjoystrange,is working. Boo,is working. Boo,بەتاڵ
1960207689,هەموو کەسێکی تر هەموو شتە باشەکانی دەست دەکەوێت!!,fun,GlowMore,@NotARichGirl everyone else get all the good stuff!!,everyone else get all the good stuff!!,خۆشی
1960207859,سبەی bf دەچێتە شار. لە ئێستادا لە خوارەوەی ست. دڵتەنگی. ئەو دوور دەبێت (زۆر دوور نییە، بەڵام لە خوارەوەی شەقامەکە نییە ),worry,Twyst,"bf moves to the city tomorrow. Currently he lives down the st.  Sadness.  He will be far away  (not TOO far, but not down the street )","bf moves to the city tomorrow. Currently he lives down the st. Sadness. He will be far away (not TOO far, but not down the street )",نیگەران
1960208002,ئێستا دەبێت بڕۆم.. دەچمە سێرک.. سێرکی ڕاستەقینە نەک گەشتی بریتنی بەداخەوە..,sadness,Lexxu,Gotta go now .. i'm going to Circus .. the real Circus not Britney's Tour  sadly ..,Gotta go now .. i'm going to Circus .. the real Circus not Britney's Tour sadly ..,دڵتەنگ
1960208055,کۆتاییان هات بە مانەوە درەنگ بەڵام شەوی ur چۆن بوو؟؟ وای,worry,Imadiva3015,@LATINQUEEN83 They ended up staying late  But how was ur night?? LOL,They ended up staying late But how was ur night?? LOL,نیگەران
1960208172,دەرچوون لە ئەپی تویتەر بۆ پاراستنی تەمەنی پاتری.,neutral,HeartOFHatred,Logging off Twitter app to preserve battery life.,Logging off Twitter app to preserve battery life.,ئاسایی
1960208219,کیڤ، گێل بکە! من لە وێستگەیت گیرم خواردووە و کارم کردووە,hate,jmorell,"@cskly Kev, fuck off! I'm stuck in Westgate working","Kev, fuck off! I'm stuck in Westgate working",ڕق
1960208433,من widddd بەڵام من لە پاسێکدا دەبم بۆ لەندەن &amp; هەروەها,neutral,timeistheenemy,@KatStopFeeling i widddd but i'll be on a bus to london    &amp; also,i widddd but i'll be on a bus to london &amp; also,ئاسایی
1960208554,wating بۆ گێڕی کانزای داهاتوو,worry,ceyKo,wating for the next metal gear,wating for the next metal gear,نیگەران
1960208715,ئێستا جارێکی تر پێداچوونەوەی بۆ بکەمەوە,neutral,saaaaaarah15,off to revise again now,off to revise again now,ئاسایی
1960209316,پەنجەی گەورەم لەسەر مەنجەڵێکی قاوە شکاو بڕی.,worry,iJeremy,I cut my thumb on a broken coffee pot.,I cut my thumb on a broken coffee pot.,نیگەران
1960209610,AC tix لە ڕاستیدا ٢٠ دۆلارە بەڵام نمایشەکە فرۆشراوە. دەبوو لە ڕێگەی stubhub tix وەربگرم و تا ٧٠ دۆلار بدەم.,relief,GoEddy,@tpgraham the AC tix are actually $20 but the show is sold out.  I'd have to get tix through stubhub and pay up to $70.,the AC tix are actually $20 but the show is sold out. I'd have to get tix through stubhub and pay up to $70.,ئارام
1960210067,ئای، ئیو. ئەوە زۆر خراپە - دوای ئەوەی بۆ ماوەیەکی زۆر ئەم بریقەی لێوە دیاریکراوە بەکارنەهێنا تەنها هەوڵمدا لەبەری بکەم - بە واتایەکی ڕەسەن لێوەکانم دەسوتێت.,worry,thisgoodlife,"Oh, ew. That's too bad - after not using this certain lip gloss for a long time I just tried to wear it - literally making my lips burn.","Oh, ew. That's too bad - after not using this certain lip gloss for a long time I just tried to wear it - literally making my lips burn.",نیگەران
1960210420,'م کار لەسەر لۆگۆیەک دەکەم لە فۆتۆشۆپ &amp; سەری نەگرت.. هێهێ.. دووبارە هەوڵبدەرەوە لاه..,worry,BruneiArsenal,'m working on a logo on photoshop &amp; it didn't work out..  hehe.. try again lah..,'m working on a logo on photoshop &amp; it didn't work out.. hehe.. try again lah..,نیگەران
1960210481,بەختت باشە...دەگەیتە ئەوەی کاپۆیرا بکەیت,happiness,SirPsycho84,@Cholle2001 lucky...you get to do capoeira,lucky...you get to do capoeira,بەختەوەر
1960210509,کەمێک نەخۆشم (دەنگ و لووت و سەر). براکەم میکرۆبەکانی لەگەڵ مندا بەشی کردووە *ئاه* دواتر دەتبینمەوە !,love,IsaMilano,"@AnikoHeartsJon I am a little bit sick  (voice, nose and head). My brother has shared his microbes with me *sigh* See you later !","I am a little bit sick (voice, nose and head). My brother has shared his microbes with me *sigh* See you later !",خۆشەویستی
1960211167,لە کۆتاییدا ئەو بابەتە تەواو کرد. پچڕانی خێرا بۆ پێداچوونەوە، پاشان دەچینە سەر تا چەند هیس پارتی پارێزگارانی گۆڕی؟,relief,Lauradorapercy,"Finally finished that topic. Quick revision break, then on to How far did Heath change the Conservative party?","Finally finished that topic. Quick revision break, then on to How far did Heath change the Conservative party?",ئارام
1960211176,پێویستم بە هەندێک پیتزا هەیە...ناتوانم لە ئۆفیس دەربچم,sadness,lucalessio0205,need some Pizza...can't get out of office,need some Pizza...can't get out of office,دڵتەنگ
1960211444,خۆشحاڵیم و ببورە بە بیستنی شتە ڕەگەکە,sadness,Sobk13,@mycaricature My pleasure and sorry to hear about the pollen thing,My pleasure and sorry to hear about the pollen thing,دڵتەنگ
1960211665,نەوەی من زۆر بێباکییە بۆ ئەوەی لە بیابانەکاندا ئاهەنگ بگێڕێت. 30+ دەزانێت چۆن کاتێکی خۆش بەسەر ببات و گروپی تەمەنم نەوەیە مایسپەیس؟,hate,nightatnoon,My generation is too fucking apathetic to party down in the desert. 30+ knows how to have fun and my age group is generation myspace?,My generation is too fucking apathetic to party down in the desert. 30+ knows how to have fun and my age group is generation myspace?,ڕق
1960211675,ناتەوێت ئەمشەو بچیتە سەر کارەکەت,worry,BrookeDavis_x,don't want to go to work tonight,don't want to go to work tonight,نیگەران
1960211736,LMAO من دەمەوێت وەڵام بداتەوە booooo تۆ وەڵامی یەکێک لە ئێمە دەدەیتەوە lmfaoooo,sadness,jennypoynter,@claireyjonesy LMAO i want him to reply  booooo you @tommcfly REPLY TO ONE OF US lmfaoooo,LMAO i want him to reply booooo you REPLY TO ONE OF US lmfaoooo,دڵتەنگ
1960211971,ئاهه ! ئێستە لەخەو هەستام. لەبیرم چوو کاتژمێری زەنگەکەم ڕێست بکەمەوە.,neutral,adantes326,Ahh ! I just woke up.  forgot to reset my alarm clock.,Ahh ! I just woke up. forgot to reset my alarm clock.,ئاسایی
1960213062,هەرگیز بانگهێشت ناکرێت بۆ ئەوەی بچمە هیچ شوێنێک,hate,wraith2021,I never get invited to go anywhere,I never get invited to go anywhere,ڕق
1960213478,دەزانم. من دەچوومە ڕووباری سوور بەڵام لەبیرم چوو bout ئەوە و ماندوو بووم لە کار. پێویستمان بە بەرواری خواردنی کونە دۆناتسێکە بەم زووانە!,love,itzwanduhhfo0,@Famousnae i know.  i would of gone to red river but i forgot bout it and was tired from work. we need a donut hole eating date soon!,i know. i would of gone to red river but i forgot bout it and was tired from work. we need a donut hole eating date soon!,خۆشەویستی
1960215194,من ئەپدەیتەکانت بۆ مۆبایلەکەم بەدەست ناهێنم هەوڵدەدەم بزانم بەڵام دڵتەنگم دەکات!,sadness,TeacherE20,@Tiffany_in_VA I'm not getting your updates to my phone  I'm trying to figure it out but it makes me sad!,I'm not getting your updates to my phone I'm trying to figure it out but it makes me sad!,دڵتەنگ
1960215417,یەها من پەیجەکەیان شکاند... دامیت... هەوڵ دەدەم چۆن چاکی بکەمەوە... هیوادارم تۆ بانکی نەکەیت لەگەڵ communityfirstandtrust,worry,7angofragger,yeha i broke their page... damit... im trying to fix it how... hope you dont bank with communityfirstandtrust,yeha i broke their page... damit... im trying to fix it how... hope you dont bank with communityfirstandtrust,نیگەران
1960216090,بۆ ساڵێکی تر وەرەوە pllleeeaaasse,neutral,AshleeKayy,@katiekayx come back for another year  pllleeeaaasse,come back for another year pllleeeaaasse,ئاسایی
1960216202,تەنها کاتێک پێم وابوو شتەکان ناتوانن خراپتر بن. تەنها ئەوە بوو. و ئەمشەو خراپتر دەبێت، گرەو دەکەم. ژیانم نەهامەتییە.,worry,nataliedotpeace,"just when i thought things couldn't get any worse. it just did. and it will get even worse tonight, i bet.  my life is a misery.","just when i thought things couldn't get any worse. it just did. and it will get even worse tonight, i bet. my life is a misery.",نیگەران
1960216372,من باشم! im لەسەر لاپتۆپەکەم بە بەکارهێنانی و ئینتەرنێتی دەرەکی پڵاگ. پێویستە بنێرم بۆ ئەوەی چاک بکرێت,worry,LegendaryWriter,@lstcinthabldg im good! im on my laptop using and external internet plug. i need to send it away to be fixed,im good! im on my laptop using and external internet plug. i need to send it away to be fixed,نیگەران
1960216389,لە دوورگەی مارکۆوە لە ماڵەوەیە و بیری دەکەم و کچەکانم لە ئێستاوە...گەڕاوەتەوە سەر کارەکەم!,sadness,loflosmith,Is home from MARCO ISLAND and missing it and my girls already...back to work!,Is home from MARCO ISLAND and missing it and my girls already...back to work!,دڵتەنگ
1960216757,تازە بە کارتی ڕاپۆرتە نائومێدکەرەکەمەوە گەڕامەوە ماڵەوە,neutral,Jixisticks,just got back home with my disappointing report card,just got back home with my disappointing report card,ئاسایی
1960216827,شەڕکردن لەگەڵ ڕێکخستنی ناگیۆس. ئامرازێکی نایاب بەڵام config کەمێک کاریگەرە,empty,MattBrowne,Fighting with Nagios configuration.  Great tool but the config is a bit of a labour,Fighting with Nagios configuration. Great tool but the config is a bit of a labour,بەتاڵ
1960216859,ئاهێک، باشە من بە هەڵە کلیکم لەسەر بۆشایی دواوە کرد لەسەر ماوسەکەم,hate,Judi6o9,"Sighs, well I accidentally clicked back space on my mouse","Sighs, well I accidentally clicked back space on my mouse",ڕق
1960217210,پشیلە بچووکەکان نازدارن پاشان گەورە دەبن n دەبنە پشیلە,worry,astressedmom,@My2Cynts kittens are cute then they grow up n become CATS,kittens are cute then they grow up n become CATS,نیگەران
1960217240,بە ڤێریزۆن وت پێش 11 کەس نەنێرێت، لە 10دا خۆی نیشان دا، ئێستا دەبێت مامەڵە لەگەڵ ئەم قسە قۆڕانە بکەم، نازانم تا چەند لە ئۆفلاین دەبم.,worry,XanderGryphon,"Told Verizon not to send anyone before 11. He showed up at 10. Gotta deal with this bullshit now, dunno how long I'll be offline.","Told Verizon not to send anyone before 11. He showed up at 10. Gotta deal with this bullshit now, dunno how long I'll be offline.",نیگەران
1960217456,من تەنها 8 فۆڵۆوەرم هەیە !,sadness,i_love_you_more,i only hav 8 followers                 !,i only hav 8 followers !,دڵتەنگ
1960217752,ئای...ئێستا پێم ئازاری هەیە. نزیکەی 5 خولەک دوای ئەوەی دەرمهێنا هەرچەندە.,sadness,MissPeterPan,oh...my foot's hurting now. About 5 minutes after I took it out though.,oh...my foot's hurting now. About 5 minutes after I took it out though.,دڵتەنگ
1960217788,هەست ناکات ئەوەندە گەرمە,sadness,Nicole1013,not feelin so hot,not feelin so hot,دڵتەنگ
1960218381,پێم وابوو تۆ دەتەوێت شوێنم بکەویت.,surprise,SpankRansom,@jaspercullen I would think you'd want to follow me.,I would think you'd want to follow me.,سوپرایز
1960218940,ئای جارێکی تر قوتابخانەی گەورەساڵان نییە,worry,irene_velasquez,Oh no adult school again,Oh no adult school again,نیگەران
1960219020,من پێشبینیکراو چاوپێکەوتن لەگەڵ تاپان پاریخ چیتر بەڕواڵەت ئەو نابێت تێپەڕێت بە نایرۆبی، و ڕاستەوخۆ بەرەو مۆمباسا,sadness,jwesonga,"My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa","My anticipated meet up with Tapan Parikh is no more apparently he wont pass by Nairobi, and will head straight from Mombasa",دڵتەنگ
1960219095,ببورە بۆ بیستنی گەشتەکەت هەڵوەشایەوە کە لێدەدات!!!,worry,vivianavitetta,@JonathanRKnight Sorry to hear ur flight got cancelled  that blows!!!,Sorry to hear ur flight got cancelled that blows!!!,نیگەران
1960219235,هێی تویتەکەم بۆ کوێ چووە؟ *هاوار بۆ bc دەکات لیستەکانی هەمیشە سەرسوڕهێنەرن!,neutral,BeautyBBoxRadio,heyyy where'd my tweet go?  *shouts to @fuseboxradio bc her lists are always amazing!,heyyy where'd my tweet go? *shouts to bc her lists are always amazing!,ئاسایی
1960219422,لە ئێستادا هەست بە توڕەیی زۆر خواردنەوەی کحول دەکەم,worry,niboowin,I'm currently feeling the wrath of too much alcohol consumption,I'm currently feeling the wrath of too much alcohol consumption,نیگەران
1960219464,هەوڵمدا لە ماڵپەڕەکەدا ناوم تۆمار بکەم. نەخێر بڕۆ، هەڵەیەکم بۆ دێت لەگەڵ هەر ٤ وێبگەڕەکە. فایەرفۆکس، کرۆم، واتە سەفاری.,worry,azboricua,"@kasperapd I tried registering on the website. No go, I get an error with all 4 browsers. Firefox, chrome, ie, safari.","I tried registering on the website. No go, I get an error with all 4 browsers. Firefox, chrome, ie, safari.",نیگەران
1960220256,D= بەڕاستی,empty,RoxyyA,@QueenQH D= indeed,D= indeed,بەتاڵ
1960220314,بەڵام بەڵام بەڵام. من ستیکیم دەوێت,sadness,beccaspeaks,@davidtreynolds but but but. I want steak,but but but. I want steak,دڵتەنگ
1960220475,ناتوانم تێبگەم بۆچی هیچ وەڵامێکم دەست ناکەوێت,worry,sweepeep,Can't understand why I'm not getting any response,Can't understand why I'm not getting any response,نیگەران
1960252350,باران... زۆر بیری بارانم کرد... سوپاسگوزارم بۆی ؛),happiness,ciutank,Raining...  I missed the rain so much...  I am grateful for it ;),Raining... I missed the rain so much... I am grateful for it ;),بەختەوەر
1960252817,ئەم لینکەم بینی بەڵام لە سایتی سی ئێن ئێن هەڵەیەکم بۆ دێت کاتێک ئەم پەیجە دەکەمەوە و ناتوانم بابەتەکە بخوێنمەوە.,worry,sherischrier,"@BleedingSweat I saw this link, but I get an error on the CNN site when I open this page and cannot read the article.","I saw this link, but I get an error on the CNN site when I open this page and cannot read the article.",نیگەران
1960253190,پێم وایە من زۆر نامۆم بۆ فۆڵۆوەرەکان.,relief,pinktoegal,I guess I am too freaky for followers.,I guess I am too freaky for followers.,ئارام
1960253203,لە ئێستادا هەست بە تویتەر ناکەم,worry,tattersallx,i'm not feeling twitter at the moment,i'm not feeling twitter at the moment,نیگەران
1960253964,نا من تەواو نابم til ساڵی داهاتووrrr!!! ئایا دوای تەواوکردنی خوێندن لە هەواڵە ناخۆشەکاندا دەمێنیتەوە؟,worry,orlandojuice,@dreski757 nah I don't finish til next yearrrr!!!   are u stayin in the bad news after graduation?,nah I don't finish til next yearrrr!!! are u stayin in the bad news after graduation?,نیگەران
1960255496,ئەمڕۆ کاردەکات. ناتوانم کلیلەکەم بدۆزمەوە بۆیە ناچار بووم کلیلەکەی میراندا بە قەرز وەربگرم.,neutral,Malallory,working today.  Can't find my key so I had to borrow Miranda's.,working today. Can't find my key so I had to borrow Miranda's.,ئاسایی
1960255629,گەڕامەوە بەڵام بۆ ماوەیەکی زۆر نا,neutral,KSdaisy,I'm back but not for long,I'm back but not for long,ئاسایی
1960255884,دایک و باوک بڕیاریان دا کە لە گەشتی ئەمریکادا بچنە ناو یاریگاکەیان. هەموو خێزانەکە لە ماڵی منن. من لە سەر کارم,sadness,AbbyrHarris,Parents decided to drop in on their tour-de-US. The whole family is at my house. I am at work,Parents decided to drop in on their tour-de-US. The whole family is at my house. I am at work,دڵتەنگ
1960256363,ئەمشەو کاتێکی خۆش بەسەر برد ^^ ماکیاژ و شەڕی بالیف و پێست. خۆزگە دەمتوانی لەوێ بمێنمەوە,happiness,ROCKSTARSYRUP,"had fun tonight ^^ make up, pillow fights and skins. wish i could have stayed over","had fun tonight ^^ make up, pillow fights and skins. wish i could have stayed over",بەختەوەر
1960256837,چوون بۆ ئیش. دەتوانێت هەندێک حەبی دڵخۆشکەر بەکاربهێنێت,surprise,kveals2531,Going to work.  Could use some happy pills,Going to work. Could use some happy pills,سوپرایز
1960256871,هەروەها منیش,neutral,evagarc33,@eligong me too,me too,ئاسایی
1960256999,نەخێر بەداخەوە کەمێک نائومێد نەبووە هەوڵی دووبارە دەداتەوە دواتر بزانم ئایا بیرۆکەکەم دەگۆڕم,sadness,bullyinguk,@Rainbowcentre No  sadly its not  bit disappointed will try again later see if i change my mind,No sadly its not bit disappointed will try again later see if i change my mind,دڵتەنگ
1960257337,باشە تەنها ئەوەت لەبیربێت کە tmrw ڕۆژێکی ترە و هیوادارم وەکو craptastic نەبێت. ببورە girrrrl,fun,Ashleym2988,@shtoofi well just remember that tmrw is another day and hopefully won't be as craptastic. sorry girrrrl,well just remember that tmrw is another day and hopefully won't be as craptastic. sorry girrrrl,خۆشی
1960257358,یا ئەو prob دەکات بەڵام من نامەوێت هیچ دەربارەی ئەوە,worry,hoyle1337,@allyeatscat ya she prob does but i dont want to no about it,ya she prob does but i dont want to no about it,نیگەران
1960257465,بەڕاستی پێویستە وێنەیەک دابنێم، پێشبینی دەکەم.,neutral,hoozle,"@beardoctor I really should put up a pic, I guess.","I really should put up a pic, I guess.",ئاسایی
1960257548,یاری کۆتایی کیمیا لە ئێستادا. ئاووه خاتوو. ئۆلی! ئیما بیرت دەکەم!,worry,wdupkryxiaaane,Chem final right now. Awwh mrs. Oli! Imma miss you!,Chem final right now. Awwh mrs. Oli! Imma miss you!,نیگەران
1960257615,من ناتوانم گوێم لە هیچ شتێک بێت لە گوێی چەپمەوە,sadness,maddm,i cant hear anything outta my left ear,i cant hear anything outta my left ear,دڵتەنگ
1960258523,شاشەی بریقەداری سەر ماکبووکەکەم ڕەنگە من ڕەت بکاتەوە,worry,glenngillen,@Caius the gloss screen on my macbook would probably rule me out,the gloss screen on my macbook would probably rule me out,نیگەران
1960258624,لە شوێنی کار ئای نەخێر یەکەم ڕۆژی سەردانکەری مانگانەیە ئاهههه,sadness,AlyxandraB,At work  oh no it's the first day of monthly visitor ahhhhhh,At work oh no it's the first day of monthly visitor ahhhhhh,دڵتەنگ
1960258802,ئانۆتا ڕۆژی کار نەک lookin پێشەوە من ڕقم لە closin fri,sadness,AbSuLUte8,Anotha day of work  not lookin forward i hate closin fri,Anotha day of work not lookin forward i hate closin fri,دڵتەنگ
1960259229,سنووری باند ویت تێپەڕێت لەسەر فیلاتی,neutral,iEhab,Bandwith limit exceed on filaty,Bandwith limit exceed on filaty,ئاسایی
1960259434,JealousMUCH..دەمەوێت outttt بم نەک لە پێداچوونەوەدا گیر بخۆم. باشترە ئەژدیهای سەوزت هەبێت لە شەرەفی مندا خخخخ,worry,AliTechno,@Peter_Duerden JealousMUCH..I want to be outttt  Not stuck in revising. You better have green dragon in my honour lol,JealousMUCH..I want to be outttt Not stuck in revising. You better have green dragon in my honour lol,نیگەران
1960259597,دوبەی!!! هێشتا هەوڵی جێگیربوون دەدات,enthusiasm,vibhavsingh,Dubai!!! Still trying to settle down,Dubai!!! Still trying to settle down,پەرۆش
1960259781,ئۆمیگا سبەینێیە. بەڕاستی هیچ پلانم بۆ دانەناوە. دڵنیابە لە هاتنی ئەگەر دەتوانی. زۆر نایاب دەبێت. پاشان بگوازرێتەوە لە یەکەمی حوزەیران.,happiness,shaunhinklein,Omega is tomorrow. Haven't really planned anything for it. Make sure to come if you can. It'll be awesome. Then move-in June 1st.,Omega is tomorrow. Haven't really planned anything for it. Make sure to come if you can. It'll be awesome. Then move-in June 1st.,بەختەوەر
1960259808,ڕقم لە پاکەتکردنە,hate,postverta,I hate packing,I hate packing,ڕق
1960260363,ئامادەین بۆ سبەی ڕۆژێکی زۆر سەرقاڵی و خۆش! دەبێت خۆم سەرقاڵ بکەم کاتێک خۆشەویستەکەم نەماوە,fun,kpink007,"ready for a very busy, FUN day tomorrow! gotta keep myself busy when my lover is gone","ready for a very busy, FUN day tomorrow! gotta keep myself busy when my lover is gone",خۆشی
1960260618,هەیـیـیـیـی هیچ خۆشەویستییەک بۆ من نەماوە !؟,worry,Anthony_y_Tony,@TeeJay882 heyyyyyyyy no love for me no more !?,heyyyyyyyy no love for me no more !?,نیگەران
1960260704,چی!?!,surprise,briefy_leigh,What!?!,What!?!,سوپرایز
1960260812,بەڕاستی کامێرام دەوێت!,enthusiasm,ynaaa,I really want a camera!,I really want a camera!,پەرۆش
1960260831,هەر شتێکم دەدا تا لەوێ بم. زۆر بەداخەوە من لە تێنسیم.,sadness,miss_dra,@mgiraudofficial  i'd give anything to be there. too bad i'm in tennessee.,i'd give anything to be there. too bad i'm in tennessee.,دڵتەنگ
1960260905,من بەجدی پێویستم بە خوێندنە,worry,Sarahboooo,i seriously neeed to study,i seriously neeed to study,نیگەران
1960260922,ئەم ڕۆژە گەرمە ماندووم دەکات,sadness,brogan1279,this hot day is making me tired,this hot day is making me tired,دڵتەنگ
1960260938,پێدەچێت هەموو ئەوانەی دەیانناسم داوای یارمەتی کۆمپیوتەر دەکەن... ئێستا بمکوژن,hate,KMuncie,Seems like everyone I know is asking for computer help...   kill me now,Seems like everyone I know is asking for computer help... kill me now,ڕق
1960260996,پرسە لە کاتژمێر ٢. ئەمڕۆ خراپ دەبێت.,worry,xsamantharae,funeral at 2.  today is going to be bad.,funeral at 2. today is going to be bad.,نیگەران
1960261060,لە شوێنی کارەکەیە,neutral,RyanELloyd,Is at work,Is at work,ئاسایی
1960261135,tikcets تەنها ï¿1⁄291...هەریەکەیان...بەڵام من زۆر دەمەوێت بچم,neutral,xdisenchantedx3,tikcets are only ï¿½91...each...BUT I SO WANT TO GO,tikcets are only ï¿½91...each...BUT I SO WANT TO GO,ئاسایی
1960262282,هیچ سنوورێک نازانن.....,neutral,sebsharp,@rodcub They know no bounds.....,They know no bounds.....,ئاسایی
1960262431,نازانێت تویتەری گەرم کاردەکات,surprise,SoniaLaw,does not know hot twitter works,does not know hot twitter works,سوپرایز
